ET_us,100,150,200,250,300
250,1.503306247352267,1.8130341804592547,1.9010125045208364,1.767241219537011,1.4117203255077793
300,1.9404867750553532,2.355540851629258,2.5488453191577563,2.520400177640848,2.2702054270785332
350,2.378704308546676,2.8990845285874975,3.197715139582913,3.2745961415329212,3.1297275344375235
400,2.8179588478262354,3.4436652113339736,3.847621965796306,4.029829111213231,3.9902866475847496
450,3.2582503928940314,3.9892828998686864,4.498565797797935,4.786099086681777,4.851882766520212
500,3.6995789437500637,4.535937594191635,5.150546635587801,5.54340606793856,5.714515891243913
550,4.141944500394333,5.083629294302821,5.803564479165904,6.301750054983579,6.578186021755847
600,4.585347062826838,5.6323580002022435,6.457619328532242,7.0611310478168345,7.442893158056021
650,5.029786631047578,6.182123711889901,7.112711183686818,7.821549046438326,8.30863730014443
700,5.475263205056557,6.732926429365796,7.768840044629629,8.583004050848055,9.175418448021075
750,5.921776784853771,7.284766152629928,8.426005911360678,9.345496061046019,10.043236601685956
800,6.369327370439223,7.837642881682296,9.08420878387996,10.10902507703222,10.912091761139074
850,6.817914961812909,8.3915566165229,9.74344866218748,10.873591098806658,11.781983926380429
900,7.267539558974834,8.94650735715174,10.403725546283239,11.639194126369333,12.65291309741002
950,7.718201161924993,9.502495103568817,11.065039436167234,12.405834159720245,13.524879274227846
1000,8.16989977066339,10.059519855774129,11.727390331839464,13.173511198859389,14.39788245683391
1050,8.622635385190023,10.61758161376768,12.39077823329993,13.942225243786774,15.27192264522821
1100,9.076408005504893,11.176680377549465,13.055203140548633,14.711976294502394,16.146999839410746
1150,9.531217631608,11.73681614711949,13.720665053585572,15.482764351006251,17.023114039381518
1200,9.98706426349934,12.297988922477748,14.387163972410749,16.25458941329834,17.90026524514053
1250,10.443947901178921,12.860198703624244,15.054699897024163,17.02745148137867,18.778453456687778
1300,10.901868544646733,13.423445490558976,15.723272827425811,17.80135055524724,19.65767867402326
1350,11.360826193902787,13.987729283281945,16.392882763615695,18.576286634904044,20.53794089714698
1400,11.820820848947074,14.553050081793147,17.063529705593815,19.352259720349082,21.419240126058938
1450,12.281852509779599,15.11940788609259,17.735213653360177,20.129269811582354,22.30157636075912
1500,12.743921176400361,15.686802696180267,18.407934606914772,20.907316908603867,23.184949601247553
1550,13.207026848809358,16.255234512056184,19.0816925662576,21.686401011413615,24.06935984752422
1600,13.671169527006592,16.824703333720336,19.75648753138867,22.466522120011597,24.954807099589118
1650,14.13634921099206,17.395209161172723,20.43231950230797,23.24768023439782,25.84129135744226
1700,14.602565900765768,17.966751994413343,21.109188479015515,24.029875354572276,26.728812621083634
1750,15.069819596327713,18.539331833442205,21.787094461511288,24.813107480534967,27.617370890513243
1800,15.538110297677887,19.1129486782593,22.4660374497953,25.5973766122859,28.506966165731086
1850,16.007438004816308,19.68760252886463,23.14601744386755,26.382682749825065,29.39759844673717
1900,16.47780271774296,20.2632933852582,23.82703444372804,27.169025893152465,30.28926773353149
1950,16.949204436457848,20.840021247440006,24.509088449376762,27.956406042268107,31.181974026114048
